"ACTIVITY_TYPE_YNMEMBER_NOTIFICATION_CHANGE_RELATIONSHIP";"When someone has just changed a relationship."
"%s member";"%s member";"%s members"
"liked";"liked"
"Add review for %s";"Add review for %s"
"Title of the review";"Title of the review"
"Review";"Review"
"Search members..";"Search members.."
"is a mutual friend";"is a mutual friend"
"%s other";"%s other";"%s others"
"%s review found";"%s review found";"%s reviews found"
"for";"for"
"Least Rated";"Least Rated"
"Most Helpful";"Most Helpful"
"Most Reply";"Most Reply"
"Delete Review?";"Delete Review?"
"View Review Detail";"View Review Detail"
"View review";"View review"
"Delete Review";"Delete Review"
"Sent suggestion successfully.";"Sent suggestion successfully."
"Edit review for %s";"Edit review for %s"
"Does %s know any of your friends?";"Does %s know any of your friends?"
"Suggest Friend";"Suggest Friend"
"Cover Photo";"Cover Photo"
"sent suggestion successfully";"sent suggestion successfully"
"{item:$subject} likes {item:$object:$label}.";"{item:$subject} likes {item:$object:$label}."
"{item:$subject} has post a {var:$text} of {item:$object:$label}.";"{item:$subject} has post a {var:$text} of {item:$object:$label}."
"{item:$subject} has just suggested {item:$object} to you.";"{item:$subject} has just suggested {item:$object} to you."

"{item:$subject} has shared {item:$object:$label}.";"{item:$subject} has shared {item:$object:$label}."
"{item:$subject} has posted something on activity feed.";"{item:$subject} has posted something on activity feed."
"{item:$subject} has posted something on {item:$object}''s profile.";"{item:$subject} has posted something on {item:$object}''s profile."
"{item:$subject} has join {var:$type} {item:$object}.";"{item:$subject} has join {var:$type} {item:$object}."
"{item:$subject} is now friend with {item:$object}.";"{item:$subject} is now friend with {item:$object}."
"{item:$subject} has created a new {var:$type} {item:$object}.";"{item:$subject} has created a new {var:$type} {item:$object}."




"Members";"Members"
"YouNet Advanced Member Plugin";"YouNet Advanced Member Plugin"
"YNMEMBER_GLOBAL_SETTINGS_DESCRIPTION";"General settings of Advanced Member plugins. These settings affect all members in your community."
"YNMEMBER_SETTINGS_LEVEL_DESCRIPTION";"These settings applied per member level basis. If certain actions are not allowed for certain member level, users of said member level aren't able to perform them. Start by selecting member level you want to modify, then adjust the settings for that level below according to your preferences."
"YNMEMBER_GET_NOTIFICATION_PRIVACY";"<a href='javascript:void(0);' title='
1. Create new item of Blog, Event, Group, Video (both basic and advanced module)
2. Join/attend Group/Event (both basic and advanced module)
3. All actions on members (add friend/rate member, etc...)
4. Like/comment an item
'>Who can get notification for some of my actions?</a>"
"YNMEMBER_GET_NOTIFICATION";"Your members can choose from any of the options checked below when they decide who can get notification for their actions. These options appears on your members \"Privacy\" page. If you do not check any options, everyone will be allowed to get notification"
"%s member liked";"%s member liked";"%s members liked"
"%s member wanted to get notification";"%s member wanted to get notification";"%s members wanted to get notification"
"Set featured successfully!";"Set featured successfully!"
"Unset featured successfully!";"Unset featured successfully!"
"Can not set featured this user";"Can not set featured this user"
"Set member of day successfully!";"Set member of day successfully!"
"Can not set member of day for this user";"Can not set member of day for this user"
"Status Deleted.";"Status Deleted."
"Status Added.";"Status Added."
"Status Edited.";"Status Edited."
"Invalid request method";"Invalid request method"
"Invalid data";"Invalid data"
"Comment deleted";"Comment deleted"
"Like added";"Like added"
"Like removed";"Like removed"
"Work place added.";"Work place added."
"WorkPlace deleted.";"WorkPlace deleted."
"Living place added.";"Living place added."
"Living Place deleted.";"Living Place deleted."
"Edit cover photo successfully.";"Edit cover photo successfully."
"No member specified";"No member specified"
"You do not have permission to get notification";"You do not have permission to get notification"
"No action taken";"No action taken"
"Apply setting successfully.";"Apply setting successfully."
"Like added successfully!";"Like added successfully!"
"Unliked Successfully!";"Unliked Successfully!"
"You cannot share this item because it has been removed.";"You cannot share this item because it has been removed."
"Shared This Member Successfully!";"Shared This Member Successfully!"
"Sent suggestion successfully.";"Sent suggestion successfully."
"This review is not existed.";"This review is not existed."
"Rating";"Rating"
"Reviews";"Reviews"
"Featured";"Featured"
"Member Of Day";"Member Of Day"
"Manage Relationships";"Manage Relationships"
"Status";"Status"
"With other member";"With other member"
"Appear in New Feed";"Appear in New Feed"
"Need approval from partner";"Need approval from partner"
"Options";"Options"
"Add New Status";"Add New Status"
"Create New";"Create New"
"Duplicate Existing";"Duplicate Existing"
"Can not set useful";"Can not set useful"
"Review doesn't exists or not authorized to delete.";"Review doesn't exists or not authorized to delete."
"Review has been deleted.";"Review has been deleted."
"All Members";"All Members"
"Only My Friends";"Only My Friends"
"Only My Networks";"Only My Networks"
"Only Featured";"Only Featured"
"Members I Liked";"Members I Liked"
"Feature Member";"Feature Member"
"Feature Member from %s";"Feature Member from %s"
"Feature in %s day";"Feature in %s day";"Feature in %s days"
"Get Notification";"Get Notification"
"Stop Getting Notification";"Stop Getting Notification"
"Like this member";"Like this member"
"Like yourself";"Like yourself"
"Review & Rate this member";"Review & Rate this member"
"Review & Rate yourself";"Review & Rate yourself"
"Share this member";"Share this member"
"Share yourself";"Share yourself"
"Unlike this member";"Unlike this member"
"Unlike yourself";"Unlike yourself"
"Suggest Friends";"Suggest Friends"
"Manage Reviews";"Manage Reviews"
"Review Title";"Review Title"
"Review By";"Review By"
"Review For";"Review For"
"General Rating";"General Rating"
"General Reviews";"General Reviews"
"Full Reviews";"Full Reviews"
"Review Date";"Review Date"
"Options";"Options"
"View Detail";"View Detail"
"There are no reviews.";"There are no reviews."
"delete the selected reviews?";"delete the selected reviews?"
"Are you sure that you want to delete selected reviews?";"Are you sure that you want to delete selected reviews?"
"View Review Detail";"View Review Detail"
"General Information";"General Information"
"Review by";"Review by"
"Review for";"Review for"
"Review date";"Review date"
"Review Information";"Review Information"
"General rating";"General rating"
"Review Specifications";"Review Specifications"
"Summary";"Summary"
"Manage Transactions";"Manage Transactions"
"Transaction ID";"Transaction ID"
"Purchased Date";"Purchased Date"
"Status";"Status"
"Method";"Method"
"Amount";"Amount"
"User";"User"
"Description";"Description"
"There are no transactions.";"There are no transactions."
"%1$s's Profile";"%1$s's Profile"
"<span>%s</span> follower";"<span>%s</span> follower"
"<span>%s</span> view";"<span>%s</span> view";"<span>%s</span> views"
"<span>%s</span> friend";"<span>%s</span> friend"
"Company";"Company"
"Location";"Location"
"Add a workplace";"Add a workplace"
"Current place I'm living";"Current place I'm living"
"Add a place";"Add a place"
"Places I Lived";"Places I Lived"
"Can not found the location.";"Can not found the location."
"Missing location from";"Missing location from"
"Missing location to";"Missing location to"
"Browser doesn't support Geolocation";"Browser doesn't support Geolocation"
"Current location...";"Current location..."
"Get Direction";"Get Direction"
"Destination";"Destination"
"Starting location";"Starting location"
"Enter a location";"Enter a location"
"Get current position";"Get current position"
"Missing location from";"Missing location from"
"Missing location to";"Missing location to"
"Confirm Payment";"Confirm Payment"
"You are about to subscribe to feature member";"You are about to subscribe to feature member"
"Subscribe";"Subscribe"
" or ";" or "
"Add to Featured Members";"Add to Featured Members"
"You have chosen %s day to be featured member.";"You have chosen %s day to be featured member.";"You have chosen %s days to be featured member."
"Select gateway to place order";"Select gateway to place order"
"Pay with";"Pay with"
"Pay with Credit";"Pay with Credit"
"Review Specifications";"Review Specifications"
"Members have birthday on";"Members have birthday on"
"Works at";"Works at"
"Works at ";"Works at "
"Live in";"Live in"
"Lives in ";"Lives in "
"Member of group ";"Member of group "
"Groups:";"Groups:"
"Groups";"Groups"
"and";"and"
"There are no members have birthday today.";"There are no members have birthday today."
"This Member Also Review For";"This Member Also Review For"
"Suggest Friend";"Suggest Friend"
"Suggest friend for";"Suggest friend for"
"No members for suggestion";"No members for suggestion"
"View review";"View review"
"for";"for"
"by";"by"
"Rating";"Rating"
"General rating";"General rating"
" members have reviews";" members have reviews"
"Nobody has reviewed yet.";"Nobody has reviewed yet."
"led by %1$s";"led by %1$s"
"Payment Pending";"Payment Pending"
"Back to Basket";"Back to Basket"
"Payment Complete";"Payment Complete"
"Thank you! Your payment has completed successfully.";"Thank you! Your payment has completed successfully."
"Continue";"Continue"
"Payment half completed";"Payment half completed"
"Back to Home";"Back to Home"
"Payment Failed";"Payment Failed"
"Our payment processor has notified us that your payment could not be completed successfully. We suggest that you try again with another credit card or funding source.";"Our payment processor has notified us that your payment could not be completed successfully. We suggest that you try again with another credit card or funding source."
"Pay with %1$s";"Pay with %1$s"
"Please wait...";"Please wait..."
"There are no members view on this map";"There are no members view on this map"
"View more";"View more"
"<span>%s</span> follower";"<span>%s</span> follower";"<span>%s</span> followers"
"<span>%s</span> friend";"<span>%s</span> friend";"<span>%s</span> friends"
"Last Update:";"Last Update:"
"Joined:";"Joined:"
"Currently work at";"Currently work at"
"Past";"Past"
"No information available";"No information available"
"Featured Expiration Date";"Featured Expiration Date"
"Is a featured member until";"Is a featured member until"
"Feature Profile";"Feature Profile"
"Relationship Status";"Relationship Status"
"since";"since"
"wanted to get notification";"wanted to get notification"
"Browse Members";"Browse Members"
"Browse Reviews";"Browse Reviews"
"Browse Birthday";"Browse Birthday"
"My Friends";"My Friends"
"Featured Members";"Featured Members"
"Member Rating";"Member Rating"
"Search Members";"Search Members"
"Birthday Calendar";"Birthday Calendar"
"Most Reviewed Member";"Most Reviewed Member"
"Most Rating Member";"Most Rating Member"
"People You May Know";"People You May Know"
"Studied at";"Studied at"
"Lives in";"Lives in"
"Name";"Name"
"Enter a location";"Enter a location"
"Radius (mile)";"Radius (mile)"
"Only Members With Photos";"Only Members With Photos"
"Only Online Members";"Only Online Members"
"Search";"Search"
"A - Z";"A - Z"
"Z - A";"Z - A"
"Recent Members";"Recent Members"
"Most Viewed";"Most Viewed"
"Most Liked";"Most Liked"
"Highest Rated";"Highest Rated"
"Least Rated";"LeastRated"
"Most Recent";"Most Recent"
"Most Helpful";"Most Helpful"
"Most Commented";"Most Commented"
"%s mutual friend";"%s mutual friend";"%s mutual friends"
"%s review";"%s review";"%s reviews"
"Show All Reviews";"Show All Reviews"
"Was this useful?";"Was this useful?"
"Yes";"Yes"
"No";"No"
"%s like";"%s like";"%s likes"
"%s comment";"%s comment";"%s comments"
"%s star";"%s star";"%s stars"
"Search Member";"Search Member"
"Keyword";"Keyword"
"Browse By";"Browse By"
"Report";"Report"
"Share";"Share"
"Delete";"Delete"
"Review";"Review"
"Ratings";"Ratings"
"Add Friend";"Add Friend"
"Edit Member Profile";"Edit Member Profile"
"Edit My Profile";"Edit My Profile"
"Admin Settings";"Admin Settings"
"Send Message";"Send Message"
"Remove from Friends";"Remove from Friends"
"Block Member";"Block Member"
"Add to My Friends";"Add to My Friends"
"is a mutual friend";"is a mutual friend"
"%s other";"%s other";"%s others"
"There are no members found yet.";"There are no members found yet."
"_ACTIVITY_ACTIONTYPE_YNMEMBER_RELATIONSHIP";"When I update relationship."
"_ACTIVITY_ACTIONTYPE_YNMEMBER_SHARE";"When I share a member."
"ADMIN_ACTIVITY_TYPE_YNMEMBER_RELATIONSHIP";"When a user (subject) update a relationship."
"ADMIN_ACTIVITY_TYPE_YNMEMBER_SHARE";"When a user (subject) share a member."
"YNCREDIT_ACTION_TYPE_YNMEMBER_RATE";"Rate a member"
"YNCREDIT_MODULE_YNMEMBER";"Advanced Member"

"ACTIVITY_TYPE_YNMEMBER_LIKED";"When someone has just liked you."
"ACTIVITY_TYPE_YNMEMBER_SHARED";"When someone has just shared you."
"ACTIVITY_TYPE_YNMEMBER_SUGGESTED";"When someone has just suggested friends to you."
"ACTIVITY_TYPE_YNMEMBER_RATED";"When someone has just posted a review of you."
"ACTIVITY_TYPE_YNMEMBER_NOTIFICATION_CREATE";"When someone has just created a new item.(For got notification members)"
"ACTIVITY_TYPE_YNMEMBER_NOTIFICATION_FRIENDS";"When someone is now friend with others.(For got notification members)"
"ACTIVITY_TYPE_YNMEMBER_NOTIFICATION_JOIN";"When someone has just joined a group or event.(For got notification members)"
"ACTIVITY_TYPE_YNMEMBER_NOTIFICATION_LINKAGE";"When someone has just changed relationship.(For got notification members)"
"ACTIVITY_TYPE_YNMEMBER_NOTIFICATION_POST";"When someone has just posted something.(For got notification members)"
"ACTIVITY_TYPE_YNMEMBER_NOTIFICATION_STATUS";"When someone has just posted something on activity feed.(For got notification members)"

"ITEM_TYPE_YNMEMBER_RELATIONSHIP";"User relationship"
"ITEM_TYPE_YNMEMBER_REVIEW";"User review"
"ITEM_TYPE_YNMEMBER_RATINGTYPE";"User rating type"
"ITEM_TYPE_YNMEMBER_FEATURE";"User feature"
"ITEM_TYPE_YNMEMBER_ORDER";"User order"
"ITEM_TYPE_YNMEMBER_TRANSACTION";"User transaction"
"ITEM_TYPE_YNMEMBER_RATING";"User rating"
"ITEM_TYPE_YNMEMBER_WORKPLACE";"User workplace"
"ITEM_TYPE_YNMEMBER_LIVEPLACE";"User liveplace"
"ITEM_TYPE_YNMEMBER_LINKAGE";"User linkage"
"ITEM_TYPE_YNMEMBER_STUDYPLACE";"User studyplace"


# notify_ynmember_liked
"_EMAIL_NOTIFY_YNMEMBER_LIKED_TITLE";"Member - Like"
"_EMAIL_NOTIFY_YNMEMBER_LIKED_DESCRIPTION";"When someone has liked a member."
"_EMAIL_NOTIFY_YNMEMBER_LIKED_SUBJECT";"Like Notification"
"_EMAIL_NOTIFY_YNMEMBER_LIKED_BODY";"[header]

[sender_title] has liked you on http://[host]

[footer]"

# notify_ynmember_shared
"_EMAIL_NOTIFY_YNMEMBER_SHARED_TITLE";"Member - Share"
"_EMAIL_NOTIFY_YNMEMBER_SHARED_DESCRIPTION";"When someone has shared a member."
"_EMAIL_NOTIFY_YNMEMBER_SHARED_SUBJECT";"Share Notification"
"_EMAIL_NOTIFY_YNMEMBER_SHARED_BODY";"[header]

[sender_title] has shared you on http://[host]

[footer]"

# notify_ynmember_rated
"_EMAIL_NOTIFY_YNMEMBER_RATED_TITLE";"Member - Review"
"_EMAIL_NOTIFY_YNMEMBER_RATED_DESCRIPTION";"When someone has reviewed a member."
"_EMAIL_NOTIFY_YNMEMBER_RATED_SUBJECT";"Review Notification"
"_EMAIL_NOTIFY_YNMEMBER_RATED_BODY";"[header]

[sender_title] has reviewed you on http://[host]

[footer]"

# notify_ynmember_suggested
"_EMAIL_NOTIFY_YNMEMBER_SUGGESTED_TITLE";"Member - Suggest friends"
"_EMAIL_NOTIFY_YNMEMBER_SUGGESTED_DESCRIPTION";"When someone has suggested friends to a member."
"_EMAIL_NOTIFY_YNMEMBER_SUGGESTED_SUBJECT";"Suggest Friends Notification"
"_EMAIL_NOTIFY_YNMEMBER_SUGGESTED_BODY";"[header]

[sender_title] has suggested friends to you on http://[host]

[footer]"

# notify_ynmember_notification_status
"_EMAIL_NOTIFY_YNMEMBER_NOTIFICATION_STATUS_TITLE";"Member - Following Member Post on Feed"
"_EMAIL_NOTIFY_YNMEMBER_NOTIFICATION_STATUS_DESCRIPTION";"When following member has posted something on activity feed."
"_EMAIL_NOTIFY_YNMEMBER_NOTIFICATION_STATUS_SUBJECT";"Following Notification"
"_EMAIL_NOTIFY_YNMEMBER_NOTIFICATION_STATUS_BODY";"[header]

The following member [sender_title] has posted something on activity feed on http://[host]

[footer]"

# notify_ynmember_notification_post
"_EMAIL_NOTIFY_YNMEMBER_NOTIFICATION_POST_TITLE";"Member - Following Member Post on Feed"
"_EMAIL_NOTIFY_YNMEMBER_NOTIFICATION_POST_DESCRIPTION";"When following member has posted something on member profile page."
"_EMAIL_NOTIFY_YNMEMBER_NOTIFICATION_POST_SUBJECT";"Following Notification"
"_EMAIL_NOTIFY_YNMEMBER_NOTIFICATION_POST_BODY";"[header]

The following member [sender_title] has posted something on [object_title] profile page on http://[host][object_link]

[footer]"

# notify_ynmember_notification_join
"_EMAIL_NOTIFY_YNMEMBER_NOTIFICATION_JOIN_TITLE";"Member - Following Member Join"
"_EMAIL_NOTIFY_YNMEMBER_NOTIFICATION_JOIN_DESCRIPTION";"When following member has joined something."
"_EMAIL_NOTIFY_YNMEMBER_NOTIFICATION_JOIN_SUBJECT";"Following Notification"
"_EMAIL_NOTIFY_YNMEMBER_NOTIFICATION_JOIN_BODY";"[header]

The following member [sender_title] has joined something on [object_title] on http://[host][object_link]

[footer]"

# notify_ynmember_notification_friends
"_EMAIL_NOTIFY_YNMEMBER_NOTIFICATION_FRIENDS_TITLE";"Member - Following Member Make Friends"
"_EMAIL_NOTIFY_YNMEMBER_NOTIFICATION_FRIENDS_DESCRIPTION";"When following member is now friend with someone."
"_EMAIL_NOTIFY_YNMEMBER_NOTIFICATION_FRIENDS_SUBJECT";"Following Notification"
"_EMAIL_NOTIFY_YNMEMBER_NOTIFICATION_FRIENDS_BODY";"[header]

The following member [sender_title] is now friend with [object_title] on http://[host][object_link]

[footer]"

# notify_ynmember_notification_create
"_EMAIL_NOTIFY_YNMEMBER_NOTIFICATION_CREATE_TITLE";"Member - Following Member Create Item"
"_EMAIL_NOTIFY_YNMEMBER_NOTIFICATION_CREATE_DESCRIPTION";"When following member has created a item."
"_EMAIL_NOTIFY_YNMEMBER_NOTIFICATION_CREATE_SUBJECT";"Following Notification"
"_EMAIL_NOTIFY_YNMEMBER_NOTIFICATION_CREATE_BODY";"[header]

The following member [sender_title] has created a [object_title] on http://[host][object_link]

[footer]"

# notify_ynmember_notification_linkage
"_EMAIL_NOTIFY_YNMEMBER_NOTIFICATION_LINKAGE_TITLE";"Member - Following Member Update Relationship"
"_EMAIL_NOTIFY_YNMEMBER_NOTIFICATION_LINKAGE_DESCRIPTION";"When following member has updated relationship."
"_EMAIL_NOTIFY_YNMEMBER_NOTIFICATION_LINKAGE_SUBJECT";"Following Notification"
"_EMAIL_NOTIFY_YNMEMBER_NOTIFICATION_LINKAGE_BODY";"[header]

The following member [sender_title] has added new relationship with you on http://[host]

[footer]"

# notify_ynmember_notification_change_relationship
"_EMAIL_NOTIFY_YNMEMBER_NOTIFICATION_CHANGE_RELATIONSHIP_TITLE";"Member - Following Member Change Relationship"
"_EMAIL_NOTIFY_YNMEMBER_NOTIFICATION_CHANGE_RELATIONSHIP_DESCRIPTION";"When following member has changed relationship."
"_EMAIL_NOTIFY_YNMEMBER_NOTIFICATION_CHANGE_RELATIONSHIP_SUBJECT";"Following Notification"
"_EMAIL_NOTIFY_YNMEMBER_NOTIFICATION_CHANGE_RELATIONSHIP_BODY";"[header]

The following member [sender_title] has changed relationship on http://[host]

[footer]"

"View Resume";"View Resume"
"Member Type:";"Member Type:"
"Profile Views:";"Profile Views:"
"Friends:";"Friends:"
"Share this by re-posting it with your own message.";"Share this by re-posting it with your own message."
"cancel";"cancel"
"Become a Feature Member";"Become a Feature Member"
"Create";"Create"
"It costs %s to be featured member in 1 day";"It costs %s to be featured member in 1 day"
"How many days do you want to be featured?";"How many days do you want to be featured?"
"Personal Info";"Personal Info"
"Edit My Photo";"Edit My Photo"
"Profile Style";"Profile Style"
"Edit My Places";"Edit My Places"
"Family and Relationships";"Family and Relationships"
"Add a school";"Add a school"
"Save changes";"Save changes"
"I currently study here";"I currently study here"
"I currently work here";"I currently work here"
"Schools";"Schools"
"Workplaces";"Workplaces"
"Add a living place";"Add a living place"
"Relationship";"Relationship"
"With";"With"
"Anniversary";"Anniversary"
"Save";"Save"
"Save Changes";"Save Changes"
"Save Photo";"Save Photo"
"Save Position";"Save Position"
"Cancel";"Cancel"
"Edit Photo";"Edit Photo"
"Edit Thumbnail";"Edit Thumbnail"
"Current Photo";"Current Photo"
"Choose New Photo";"Choose New Photo"
"remove photo";"remove photo"
"Reposition Cover Photo";"Reposition Cover Photo"
"Change Cover Photo";"Change Cover Photo"
"Edit Cover Photo";"Edit Cover Photo"
"Gender";"Gender"
"Age";"Age"
"Birthday Today";"Birthday Today"
"Most Reviewed Members";"Most Reviewed Members"
"Top Rated Members";"Top Rated Members"
"Would you like to add this member as a friend?";"Would you like to add this member as a friend?"

